"number","project","owner","reviewer","date","message"
"115900","platform/frameworks/opt/telephony","Paul Jensen","Paul Jensen","2015-02-10 14:23:24.156000000","Patch Set 1:

FYI: ConnectivityManager.supplyMessenger() does nothing when there are no NetTrackers, which there aren't."
"115900","platform/frameworks/opt/telephony","Paul Jensen","Lorenzo Colitti","2015-03-11 14:14:47.248000000","Patch Set 2: Code-Review+2"
"115900","platform/frameworks/opt/telephony","Paul Jensen","Lorenzo Colitti","2015-03-11 15:10:20.175000000","Patch Set 2: Verified+1

Builds on AOSP hammerhead."
"116107","platform/packages/apps/Settings","Zoran Jovanovic","Fabrice Di Meglio","2014-11-25 20:21:39.382000000","Patch Set 1: Code-Review+1

LGTM but Dianne will need to +2"
"116107","platform/packages/apps/Settings","Zoran Jovanovic","Dianne Hackborn","2014-11-25 20:53:25.264000000","Patch Set 1: Code-Review+2"
"116107","platform/packages/apps/Settings","Zoran Jovanovic","Fabrice Di Meglio","2014-11-25 23:12:35.651000000","Patch Set 1: Verified+1"
"116107","platform/packages/apps/Settings","Zoran Jovanovic","Fabrice Di Meglio","2014-11-25 23:13:00.755000000","Patch Set 1:

Thank you Zoran!"
"116107","platform/packages/apps/Settings","Zoran Jovanovic","Fabrice Di Meglio","2014-11-26 00:36:37.846000000","Patch Set 1:

Cherry picked to LMP-MR1 with

21dba1f0e7a7df64e4e9211153523f09d4bdd9df"
"116156","platform/frameworks/av","Andreas Gampe","Marco Nelissen","2014-11-24 22:33:32.468000000","Patch Set 1: Code-Review+2"
"116156","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-24 22:33:52.633000000","Patch Set 1: Verified+1"
"116178","platform/frameworks/av","Andreas Gampe","Stephen Hines","2014-11-25 04:29:00.584000000","Patch Set 1: Code-Review+2"
"116178","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-25 17:39:03.252000000","Patch Set 1: Verified+1"
"116184","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-24 23:59:28.727000000","Patch Set 1:

(1 comment)"
"116184","platform/frameworks/av","Andreas Gampe","Dan Albert","2014-11-25 00:03:01.365000000","Patch Set 1: Code-Review+1"
"116184","platform/frameworks/av","Andreas Gampe","Dan Albert","2014-11-25 00:03:17.013000000","Patch Set 1:

(aside from the fixup)"
"116184","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-25 00:42:28.932000000","Patch Set 2:

PS2 re-adds the side effects that were mistakenly removed in PS1.

Note: I used the __unused style I was told to use in wilhelm. Alternatively, the comment style `` /* const int xyz = */ = getBits(a); `` could be used..."
"116184","platform/frameworks/av","Andreas Gampe","Dan Albert","2014-11-25 00:44:12.218000000","Patch Set 2: Code-Review+1

> Note: I used the __unused style I was told to use in wilhelm.
 > Alternatively, the comment style `` /* const int xyz = */ =
 > getBits(a); `` could be used...

`(void)getBits(a)` is fine imo, but I don't know what the norm is here."
"116184","platform/frameworks/av","Andreas Gampe","Marco Nelissen","2014-11-25 03:46:37.614000000","Patch Set 2:

(1 comment)"
"116184","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-25 03:51:54.512000000","Patch Set 2:

(1 comment)"
"116184","platform/frameworks/av","Andreas Gampe","Marco Nelissen","2014-11-25 05:31:25.893000000","Patch Set 2:

(1 comment)"
"116184","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-25 05:35:35.853000000","Patch Set 2:

(1 comment)"
"116184","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-25 06:37:31.608000000","Patch Set 2:

(1 comment)"
"116184","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-25 22:57:02.344000000","Patch Set 3:

PS3 re-adds some unused variables with __unused annotation."
"116184","platform/frameworks/av","Andreas Gampe","Marco Nelissen","2014-11-26 00:09:51.579000000","Patch Set 3: Code-Review+1

lgtm. Lajos?"
"116184","platform/frameworks/av","Andreas Gampe","Lajos Molnar","2014-11-26 19:43:46.815000000","Patch Set 3: Code-Review+2

sad to see that AC3 rates[] array, but it seems that the bitrate is not in that header."
"116184","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-26 19:51:12.748000000","Patch Set 3:

> sad to see that AC3 rates[] array, but it seems that the bitrate is
 > not in that header.

If you think it's useful, I can put another __unused on it..."
"116184","platform/frameworks/av","Andreas Gampe","Lajos Molnar","2014-11-26 20:14:32.264000000","Patch Set 3:

It is fine as is. thanks for doing this."
"116184","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-26 21:44:33.420000000","Patch Set 3: Verified+1"
"116225","platform/frameworks/av","Andreas Gampe","Mark Salyzyn","2014-11-25 15:03:19.869000000","Patch Set 2: Code-Review+2"
"116225","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-11-25 17:03:37.968000000","Patch Set 2: Verified+1

Thanks for the rebase."
"116341","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-11-25 21:32:59.450000000","Patch Set 1: Code-Review+1 Verified+1"
"116341","platform/frameworks/av","Bernhard Rosenkränzer","Dan Albert","2014-11-25 21:45:19.979000000","Patch Set 1: Code-Review+2"
"116399","platform/frameworks/opt/telephony","Etan Cohen","Etan Cohen","2014-11-26 01:03:20.443000000","Topic set to ims_conf_changes"
"116399","platform/frameworks/opt/telephony","Etan Cohen","Etan Cohen","2014-12-03 02:12:01.776000000","Uploaded patch set 2: Patch Set 1 was rebased."
"116399","platform/frameworks/opt/telephony","Etan Cohen","Deckard Autoverifier","2014-12-05 19:15:41.258000000","Patch Set 2: Verified-1

This is an automated message from the Deckard Autoverifier.

Patchset merges but does not build in AOSP.
The following snippet of `make` output may point you in the right direction:

  find: `phone/java': No such file or directory
find: `phone/java': No such file or directory
find: `dummy': No such file or directory
frameworks/opt/telephony/src/java/com/android/internal/telephony/Connection.java:21: error: cannot find symbol
import android.telecom.ConferenceParticipant;
                      ^
  symbol:   class ConferenceParticipant
  location: package android.telecom
frameworks/opt/telephony/src/java/com/android/internal/telephony/Connection.java:555: error: cannot find symbol
...


If your patchset has a dependency in a separate project, please ensure that
both changes are uploaded with the same Change-Id."
"116399","platform/frameworks/opt/telephony","Etan Cohen","Bill Yi","2015-03-10 22:16:29.751000000","Change has been successfully pushed."
"116493","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-12-01 22:04:20.183000000","Patch Set 1: Code-Review+1"
"116493","platform/frameworks/av","Bernhard Rosenkränzer","Deckard Autoverifier","2014-12-04 16:21:28.789000000","Patch Set 1: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): gkasten@android.com

Everything merges and builds.  Congratulations!"
"116493","platform/frameworks/av","Bernhard Rosenkränzer","Lajos Molnar","2014-12-09 01:22:00.144000000","Patch Set 1: Code-Review+2"
"116770","platform/frameworks/av","Bernhard Rosenkränzer","Lajos Molnar","2014-12-01 23:52:29.541000000","Patch Set 1: Code-Review-1

(1 comment)"
"116770","platform/frameworks/av","Bernhard Rosenkränzer","Deckard Autoverifier","2014-12-04 05:43:56.966000000","Patch Set 1: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): gkasten@android.com

Everything merges and builds.  Congratulations!"
"116770","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-12-04 23:43:17.781000000","Patch Set 2: Code-Review+1 Verified+1

Lajos, could you check if patch set 2 is what you want?
Thanks."
"116770","platform/frameworks/av","Bernhard Rosenkränzer","Lajos Molnar","2014-12-09 01:20:07.864000000","Patch Set 2: Code-Review+2"
"116896","platform/packages/apps/Settings","Yu Ning","David Turner","2014-12-02 10:14:58.211000000","Patch Set 1:

(1 comment)"
"116896","platform/packages/apps/Settings","Yu Ning","Yu Ning","2014-12-02 10:24:08.577000000","Patch Set 1:

(1 comment)"
"116896","platform/packages/apps/Settings","Yu Ning","David Turner","2014-12-02 10:25:15.514000000","Patch Set 1: Code-Review+1

(1 comment)"
"116896","platform/packages/apps/Settings","Yu Ning","David Turner","2014-12-02 10:25:30.819000000","Patch Set 1:

Adding Fabrice for a +2"
"116896","platform/packages/apps/Settings","Yu Ning","Fabrice Di Meglio","2014-12-02 20:05:26.619000000","Patch Set 1: Verified+1 Code-Review+2

LGTM. Thank you Yu!"
"116896","platform/packages/apps/Settings","Yu Ning","Yu Ning","2014-12-03 00:57:31.046000000","Patch Set 1:

Thank you, reviewers, for your quick response!"
"117183","platform/frameworks/av","Elliott Hughes","Dan Albert","2014-12-03 01:09:03.943000000","Patch Set 1: Code-Review+2"
"117183","platform/frameworks/av","Elliott Hughes","Elliott Hughes","2014-12-03 01:11:16.220000000","Patch Set 1: Verified+1"
"117794","platform/frameworks/av","Andreas Gampe","Andreas Gampe","2014-12-05 05:47:45.535000000","Patch Set 1:

(1 comment)"
"117794","platform/frameworks/av","Andreas Gampe","Deckard Autoverifier","2014-12-06 06:40:23.187000000","Patch Set 1: Verified+1

This is an automated message from the Deckard Autoverifier.

Patchset merges and builds in AOSP.
Patchset merges and builds in Google's internal Android source tree.

Assigning reviewer(s): gkasten@android.com

Everything merges and builds.  Congratulations!"
"117794","platform/frameworks/av","Andreas Gampe","Marco Nelissen","2014-12-08 15:53:39.302000000","Patch Set 1: Code-Review+2"
"118207","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-12-08 17:59:21.692000000","Patch Set 1: Code-Review+1"
"118207","platform/frameworks/av","Bernhard Rosenkränzer","Dan Albert","2014-12-08 18:04:18.821000000","Patch Set 1: Code-Review+2"
"118207","platform/frameworks/av","Bernhard Rosenkränzer","Chih-hung Hsieh","2014-12-09 01:11:07.685000000","Patch Set 1: Verified+1"
"118382","platform/bionic","Elliott Hughes","Bionic Buildbot","2014-12-09 04:45:53.028000000","Patch Set 1: Verified+1

bionic-presubmit #622 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/622/"
"118382","platform/bionic","Elliott Hughes","Dimitry Ivanov","2014-12-09 04:56:12.955000000","Patch Set 2: Code-Review+2"
"118382","platform/bionic","Elliott Hughes","Bionic Buildbot","2014-12-09 04:56:23.251000000","Patch Set 2: Verified+1

bionic-presubmit #623 checkbuild SUCCESS: http://go/bionicbb/job/bionic-presubmit/623/"
"118382","platform/bionic","Elliott Hughes","Glenn Kasten","2015-06-04 22:51:02.927000000","Patch Set 2:

(1 comment)"
"118382","platform/bionic","Elliott Hughes","Bionic Buildbot","2015-06-04 22:51:48.248000000","Patch Set 2:

bionic-presubmit #1557 checkbuild FAILURE: http://go/bionicbb/job/bionic-presubmit/1557/
If you believe this Verified-1 was in error, +1 the change and bionicbb will remove the -1 shortly."
"118382","platform/bionic","Elliott Hughes","Elliott Hughes","2015-06-05 00:12:13.379000000","Patch Set 2:

(1 comment)"
"118382","platform/bionic","Elliott Hughes","Stephen Hines","2015-06-05 00:14:58.677000000","Patch Set 2:

(1 comment)"
"118382","platform/bionic","Elliott Hughes","Elliott Hughes","2015-06-05 00:17:07.777000000","Patch Set 2:

(1 comment)"
"118382","platform/bionic","Elliott Hughes","Glenn Kasten","2015-06-05 00:39:22.504000000","Patch Set 2:

OK, thanks for the explanation.

(Andy - for the parts of our code that we plan to upstream beyond Android,
such as audio_utils,
we could keep our endian tests.  But it sounds like we don't need
to bother in the Android-specific code.)"
"118482","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-09 19:14:00.714000000","Patch Set 1: Code-Review+1 Verified+1"
"118482","platform/frameworks/av","Chih-hung Hsieh","Elliott Hughes","2014-12-09 22:36:54.136000000","Patch Set 1:

(1 comment)"
"118482","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-09 22:54:56.287000000","Patch Set 1:

(1 comment)"
"118482","platform/frameworks/av","Chih-hung Hsieh","Elliott Hughes","2014-12-09 22:58:26.393000000","Patch Set 2: Code-Review+2

don't forget to file a clang bug..."
"118482","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-10 00:35:01.974000000","Patch Set 2: Verified+1"
"118502","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-12 21:42:22.618000000","Patch Set 1: Code-Review+1 Verified+1"
"118502","platform/frameworks/av","Chih-hung Hsieh","Elliott Hughes","2014-12-16 17:59:05.987000000","Patch Set 1:

(1 comment)"
"118502","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-16 20:03:14.386000000","Patch Set 1:

(1 comment)"
"118502","platform/frameworks/av","Chih-hung Hsieh","Elliott Hughes","2014-12-16 20:26:14.027000000","Patch Set 1:

(1 comment)"
"118502","platform/frameworks/av","Chih-hung Hsieh","Lajos Molnar","2014-12-16 22:19:31.366000000","Patch Set 1:

(1 comment)"
"118502","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-16 22:51:58.813000000","Patch Set 2:

I changed @ to ©. It might look like binary code 0xA9 in your editor or terminal if they can only display ASCII. I think it should be safe to make this patch first and then later someone more familiar with av/media/libstagefright can clean up FOURCC.
This compilation error is now a blocker for 64-bit clang/llvm build."
"118502","platform/frameworks/av","Chih-hung Hsieh","Dan Albert","2014-12-16 23:03:31.453000000","Patch Set 1:

(1 comment)"
"118502","platform/frameworks/av","Chih-hung Hsieh","Andy Hung","2014-12-17 18:37:09.840000000","Patch Set 2: Code-Review+1

would be consistent with the rest of the code, and think it is fine now to unblock the 64b build progress."
"118502","platform/frameworks/av","Chih-hung Hsieh","Chih-hung Hsieh","2014-12-17 23:28:48.040000000","Patch Set 2: Code-Review+1 Verified+1

Any other comment? +2?"
"118502","platform/frameworks/av","Chih-hung Hsieh","Elliott Hughes","2014-12-17 23:35:02.648000000","Patch Set 2: Code-Review+2

hunga is an owner, right? his +1 is good enough for me..."
"118502","platform/frameworks/av","Chih-hung Hsieh","Andy Hung","2014-12-17 23:35:47.361000000","Patch Set 2: Code-Review+2"
"118648","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2014-12-10 20:12:10.591000000","Patch Set 1: Verified+1 Code-Review+2"
"118802","platform/frameworks/av","Marco Nelissen","Marco Nelissen","2014-12-10 22:10:45.611000000","Patch Set 1: Verified+1 Code-Review+2"
